individual,substrate,dS,dL,predator,species,locality,morph
POP8,trunk,2.768666703,0.5650162,lizard,pumilio,POP,green
ALM1,GreenLeaf,16.92653975,16.0207173,bird,pumilio,ALM,red
ALM2,GreenLeaf,9.507588845,8.1047263,bird,pumilio,ALM,red
ALM3,GreenLeaf,8.227216428,0.0104553,bird,pumilio,ALM,red
ALM4,GreenLeaf,10.78817741,7.2191733,bird,pumilio,ALM,red
ALM5,GreenLeaf,16.46026329,6.9798888,bird,pumilio,ALM,red
ALM6,GreenLeaf,9.871104714,1.1514749,bird,pumilio,ALM,red
ALM7,GreenLeaf,10.42642013,6.8503569,bird,pumilio,ALM,red
ALM8,GreenLeaf,7.423271848,6.5032276,bird,pumilio,ALM,red
ALM1,LeafLitter,12.42097821,12.1449868,bird,pumilio,ALM,red
ALM2,LeafLitter,5.187671498,4.2289958,bird,pumilio,ALM,red
ALM3,LeafLitter,3.940933056,3.8652752,bird,pumilio,ALM,red
ALM4,LeafLitter,6.337280004,3.3434428,bird,pumilio,ALM,red
ALM5,LeafLitter,12.1966123,3.1041583,bird,pumilio,ALM,red
ALM6,LeafLitter,5.409217401,2.7242556,bird,pumilio,ALM,red
ALM7,LeafLitter,6.225558941,2.9746264,bird,pumilio,ALM,red
ALM8,LeafLitter,3.593728886,2.6274972,bird,pumilio,ALM,red
ALM1,trunk,13.05592655,10.0976821,bird,pumilio,ALM,red
ALM2,trunk,5.778245492,2.1816911,bird,pumilio,ALM,red
ALM3,trunk,4.512715218,5.9125799,bird,pumilio,ALM,red
ALM4,trunk,6.94917139,1.2961381,bird,pumilio,ALM,red
ALM5,trunk,12.77010678,1.0568536,bird,pumilio,ALM,red
ALM6,trunk,6.030881047,4.7715603,bird,pumilio,ALM,red
ALM7,trunk,6.792984035,0.9273217,bird,pumilio,ALM,red
ALM8,trunk,4.037660257,0.5801925,bird,pumilio,ALM,red
ALM1,GreenLeaf,6.237684742,6.4281155,crab,pumilio,ALM,red
ALM2,GreenLeaf,2.358778158,2.8002637,crab,pumilio,ALM,red
ALM3,GreenLeaf,2.013850482,0.9629754,crab,pumilio,ALM,red
ALM4,GreenLeaf,3.835451226,2.8562908,crab,pumilio,ALM,red
ALM5,GreenLeaf,7.387391611,2.8609556,crab,pumilio,ALM,red
ALM6,GreenLeaf,2.892877373,0.4476542,crab,pumilio,ALM,red
ALM7,GreenLeaf,2.542236818,1.9770341,crab,pumilio,ALM,red
ALM8,GreenLeaf,1.548366956,2.1820443,crab,pumilio,ALM,red
ALM1,LeafLitter,4.941465508,4.9303821,crab,pumilio,ALM,red
ALM2,LeafLitter,1.062558923,1.3025303,crab,pumilio,ALM,red
ALM3,LeafLitter,0.717631248,2.4607089,crab,pumilio,ALM,red
ALM4,LeafLitter,2.539231992,1.3585573,crab,pumilio,ALM,red
ALM5,LeafLitter,6.091172376,1.3632221,crab,pumilio,ALM,red
ALM6,LeafLitter,1.596658139,1.9453876,crab,pumilio,ALM,red
ALM7,LeafLitter,1.246017584,0.4793006,crab,pumilio,ALM,red
ALM8,LeafLitter,0.252147721,0.6843108,crab,pumilio,ALM,red
ALM1,trunk,5.099680514,3.8213816,crab,pumilio,ALM,red
ALM2,trunk,1.220773929,0.1935298,crab,pumilio,ALM,red
ALM3,trunk,0.875846254,3.5697094,crab,pumilio,ALM,red
ALM4,trunk,2.697446998,0.2495568,crab,pumilio,ALM,red
ALM5,trunk,6.249387382,0.2542217,crab,pumilio,ALM,red
ALM6,trunk,1.754873144,3.0543881,crab,pumilio,ALM,red
ALM7,trunk,1.404232589,0.6296999,crab,pumilio,ALM,red
ALM8,trunk,0.410362727,0.4246897,crab,pumilio,ALM,red
ALM1,GreenLeaf,9.906923574,6.0276635,lizard,pumilio,ALM,red
ALM2,GreenLeaf,4.739138011,2.8886059,lizard,pumilio,ALM,red
ALM3,GreenLeaf,3.994650912,0.9483527,lizard,pumilio,ALM,red
ALM4,GreenLeaf,6.040203914,2.3366249,lizard,pumilio,ALM,red
ALM5,GreenLeaf,10.52311268,1.729453,lizard,pumilio,ALM,red
ALM6,GreenLeaf,5.157681846,0.6055973,lizard,pumilio,ALM,red
ALM7,GreenLeaf,4.951654829,2.1722013,lizard,pumilio,ALM,red
ALM8,GreenLeaf,3.459497376,2.3792032,lizard,pumilio,ALM,red
ALM1,LeafLitter,7.531916903,4.6312808,lizard,pumilio,ALM,red
ALM2,LeafLitter,2.684468823,1.4922232,lizard,pumilio,ALM,red
ALM3,LeafLitter,2.029099925,2.3447354,lizard,pumilio,ALM,red
ALM4,LeafLitter,3.674585942,0.9402421,lizard,pumilio,ALM,red
ALM5,LeafLitter,8.151607447,0.3330702,lizard,pumilio,ALM,red
ALM6,LeafLitter,2.871823132,2.00198,lizard,pumilio,ALM,red
ALM7,LeafLitter,3.150921654,0.7758186,lizard,pumilio,ALM,red
ALM8,LeafLitter,2.310992712,0.9828205,lizard,pumilio,ALM,red
ALM1,trunk,7.915254459,3.5257788,lizard,pumilio,ALM,red
ALM2,trunk,2.977165175,0.3867213,lizard,pumilio,ALM,red
ALM3,trunk,2.284634697,3.4502373,lizard,pumilio,ALM,red
ALM4,trunk,4.051542265,0.1652598,lizard,pumilio,ALM,red
ALM5,trunk,8.535554295,0.7724317,lizard,pumilio,ALM,red
ALM6,trunk,3.225404,3.107482,lizard,pumilio,ALM,red
ALM7,trunk,3.388922106,0.3296833,lizard,pumilio,ALM,red
ALM8,trunk,2.367746566,0.1226815,lizard,pumilio,ALM,red
BAS1,GreenLeaf,13.31574301,17.2589281,bird,pumilio,BAS,red
BAS2,GreenLeaf,11.57972888,16.3972671,bird,pumilio,BAS,red
BAS3,GreenLeaf,12.56529704,9.7920554,bird,pumilio,BAS,red
BAS4,GreenLeaf,12.19914293,8.4672359,bird,pumilio,BAS,red
BAS5,GreenLeaf,12.01605055,6.6552723,bird,pumilio,BAS,red
BAS6,GreenLeaf,11.09249048,16.2611506,bird,pumilio,BAS,red
BAS7,GreenLeaf,10.11703824,12.3325896,bird,pumilio,BAS,red
BAS8,GreenLeaf,12.13129567,16.6194435,bird,pumilio,BAS,red
BAS1,LeafLitter,8.794052134,13.3831977,bird,pumilio,BAS,red
BAS2,LeafLitter,7.121116585,12.5215366,bird,pumilio,BAS,red
BAS3,LeafLitter,8.090691476,5.9163249,bird,pumilio,BAS,red
BAS4,LeafLitter,7.693421132,4.5915054,bird,pumilio,BAS,red
BAS5,LeafLitter,7.511184911,2.7795418,bird,pumilio,BAS,red
BAS6,LeafLitter,6.716982325,12.3854201,bird,pumilio,BAS,red
BAS7,LeafLitter,5.703072181,8.4568591,bird,pumilio,BAS,red
BAS8,LeafLitter,7.836284438,12.7437131,bird,pumilio,BAS,red
BAS1,trunk,9.430988895,11.335893,bird,pumilio,BAS,red
BAS2,trunk,7.746035184,10.4742319,bird,pumilio,BAS,red
BAS3,trunk,8.711721346,3.8690202,bird,pumilio,BAS,red
BAS4,trunk,8.330758053,2.5442007,bird,pumilio,BAS,red
BAS5,trunk,8.145371866,0.7322371,bird,pumilio,BAS,red
BAS6,trunk,7.323812712,10.3381154,bird,pumilio,BAS,red
BAS7,trunk,6.317763815,6.4095544,bird,pumilio,BAS,red
BAS8,trunk,8.437611021,10.6964084,bird,pumilio,BAS,red
BAS1,GreenLeaf,4.753375202,7.2880063,crab,pumilio,BAS,red
BAS2,GreenLeaf,3.554804378,6.7987927,crab,pumilio,BAS,red
BAS3,GreenLeaf,4.709193061,3.836674,crab,pumilio,BAS,red
BAS4,GreenLeaf,3.826363719,2.7487642,crab,pumilio,BAS,red
BAS5,GreenLeaf,3.898049905,1.9236957,crab,pumilio,BAS,red
BAS6,GreenLeaf,3.046209448,6.6418978,crab,pumilio,BAS,red
BAS7,GreenLeaf,2.687759892,4.7594525,crab,pumilio,BAS,red
BAS8,GreenLeaf,2.763155321,6.2447479,crab,pumilio,BAS,red
BAS1,LeafLitter,3.457155968,5.7902728,crab,pumilio,BAS,red
BAS2,LeafLitter,2.258585144,5.3010592,crab,pumilio,BAS,red
BAS3,LeafLitter,3.412973827,2.3389405,crab,pumilio,BAS,red
BAS4,LeafLitter,2.530144485,1.2510307,crab,pumilio,BAS,red
BAS5,LeafLitter,2.601830671,0.4259622,crab,pumilio,BAS,red
BAS6,LeafLitter,1.749990214,5.1441643,crab,pumilio,BAS,red
BAS7,LeafLitter,1.391540658,3.261719,crab,pumilio,BAS,red
BAS8,LeafLitter,1.466936086,4.7470145,crab,pumilio,BAS,red
BAS1,trunk,3.615370974,4.6812724,crab,pumilio,BAS,red
BAS2,trunk,2.41680015,4.1920587,crab,pumilio,BAS,red
BAS3,trunk,3.571188833,1.2299401,crab,pumilio,BAS,red
BAS4,trunk,2.68835949,0.1420303,crab,pumilio,BAS,red
BAS5,trunk,2.760045676,0.6830383,crab,pumilio,BAS,red
BAS6,trunk,1.90820522,4.0351638,crab,pumilio,BAS,red
BAS7,trunk,1.549755664,2.1527186,crab,pumilio,BAS,red
BAS8,trunk,1.625151092,3.638014,crab,pumilio,BAS,red
BAS1,GreenLeaf,7.535971468,6.9656371,lizard,pumilio,BAS,red
BAS2,GreenLeaf,6.058695077,6.7330932,lizard,pumilio,BAS,red
BAS3,GreenLeaf,7.235749849,3.339517,lizard,pumilio,BAS,red
BAS4,GreenLeaf,6.498286599,2.6892413,lizard,pumilio,BAS,red
BAS5,GreenLeaf,6.658563257,1.7668344,lizard,pumilio,BAS,red
BAS6,GreenLeaf,5.676208148,6.7191677,lizard,pumilio,BAS,red
BAS7,GreenLeaf,5.062209116,4.8882417,lizard,pumilio,BAS,red
BAS8,GreenLeaf,5.927906818,6.73167,lizard,pumilio,BAS,red
BAS1,LeafLitter,5.133556422,5.5692544,lizard,pumilio,BAS,red
BAS2,LeafLitter,3.777722733,5.3367105,lizard,pumilio,BAS,red
BAS3,LeafLitter,4.841724903,1.9431343,lizard,pumilio,BAS,red
BAS4,LeafLitter,4.140414426,1.2928586,lizard,pumilio,BAS,red
BAS5,LeafLitter,4.299428433,0.3704517,lizard,pumilio,BAS,red
BAS6,LeafLitter,3.520135908,5.322785,lizard,pumilio,BAS,red
BAS7,LeafLitter,2.856221459,3.491859,lizard,pumilio,BAS,red
BAS8,LeafLitter,3.849244893,5.3352873,lizard,pumilio,BAS,red
BAS1,trunk,5.519886416,4.4637525,lizard,pumilio,BAS,red
BAS2,trunk,4.133931177,4.2312086,lizard,pumilio,BAS,red
BAS3,trunk,5.22652813,0.8376323,lizard,pumilio,BAS,red
BAS4,trunk,4.514872686,0.1873567,lizard,pumilio,BAS,red
BAS5,trunk,4.675071277,0.7350503,lizard,pumilio,BAS,red
BAS6,trunk,3.84591642,4.2172831,lizard,pumilio,BAS,red
BAS7,trunk,3.188138601,2.3863571,lizard,pumilio,BAS,red
BAS8,trunk,4.157976195,4.2297853,lizard,pumilio,BAS,red
HIT1,GreenLeaf,19.91241555,24.6321034,bird,pumilio,HIT,red
HIT2,GreenLeaf,8.647687019,12.8263773,bird,pumilio,HIT,red
HIT3,GreenLeaf,11.45786324,14.0762271,bird,pumilio,HIT,red
HIT4,GreenLeaf,16.3426188,6.9264591,bird,pumilio,HIT,red
HIT5,GreenLeaf,10.0829394,10.9938655,bird,pumilio,HIT,red
HIT6,GreenLeaf,13.26690491,17.4046306,bird,pumilio,HIT,red
HIT7,GreenLeaf,13.18743051,13.6101959,bird,pumilio,HIT,red
HIT8,GreenLeaf,13.17757066,17.338334,bird,pumilio,HIT,red
HIT1,LeafLitter,15.52842238,20.7563729,bird,pumilio,HIT,red
HIT2,LeafLitter,5.202066074,8.9506468,bird,pumilio,HIT,red
HIT3,LeafLitter,7.138373976,10.2004966,bird,pumilio,HIT,red
HIT4,LeafLitter,12.01036492,3.0507287,bird,pumilio,HIT,red
HIT5,LeafLitter,5.935172333,7.118135,bird,pumilio,HIT,red
HIT6,LeafLitter,8.920339813,13.5289002,bird,pumilio,HIT,red
HIT7,LeafLitter,8.751167378,9.7344654,bird,pumilio,HIT,red
HIT8,LeafLitter,8.720438122,13.4626035,bird,pumilio,HIT,red
HIT1,trunk,16.13238752,18.7090682,bird,pumilio,HIT,red
HIT2,trunk,5.605432983,6.9033421,bird,pumilio,HIT,red
HIT3,trunk,7.730223422,8.1531919,bird,pumilio,HIT,red
HIT4,trunk,12.59914871,1.003424,bird,pumilio,HIT,red
HIT5,trunk,6.497191606,5.0708303,bird,pumilio,HIT,red
HIT6,trunk,9.513164732,11.4815955,bird,pumilio,HIT,red
HIT7,trunk,9.364246647,7.6871607,bird,pumilio,HIT,red
HIT8,trunk,9.341957388,11.4152988,bird,pumilio,HIT,red
HIT1,GreenLeaf,9.384042074,10.9644351,crab,pumilio,HIT,red
HIT2,GreenLeaf,0.620628879,4.4182137,crab,pumilio,HIT,red
HIT3,GreenLeaf,3.123684259,5.5999983,crab,pumilio,HIT,red
HIT4,GreenLeaf,7.149684965,2.4869272,crab,pumilio,HIT,red
HIT5,GreenLeaf,1.860694956,3.8606473,crab,pumilio,HIT,red
HIT6,GreenLeaf,4.902779282,7.5482581,crab,pumilio,HIT,red
HIT7,GreenLeaf,4.83770417,5.7197215,crab,pumilio,HIT,red
HIT8,GreenLeaf,4.402492096,7.4084507,crab,pumilio,HIT,red
HIT1,LeafLitter,8.087822839,9.4667017,crab,pumilio,HIT,red
HIT2,LeafLitter,0.675590355,2.9204802,crab,pumilio,HIT,red
HIT3,LeafLitter,1.827465025,4.1022649,crab,pumilio,HIT,red
HIT4,LeafLitter,5.853465731,0.9891937,crab,pumilio,HIT,red
HIT5,LeafLitter,0.564475722,2.3629139,crab,pumilio,HIT,red
HIT6,LeafLitter,3.606560047,6.0505246,crab,pumilio,HIT,red
HIT7,LeafLitter,3.541484936,4.221988,crab,pumilio,HIT,red
HIT8,LeafLitter,3.106272862,5.9107172,crab,pumilio,HIT,red
HIT1,trunk,8.246037845,8.3577012,crab,pumilio,HIT,red
HIT2,trunk,0.517375349,1.8114798,crab,pumilio,HIT,red
HIT3,trunk,1.98568003,2.9932644,crab,pumilio,HIT,red
HIT4,trunk,6.011680737,0.1198067,crab,pumilio,HIT,red
HIT5,trunk,0.722690728,1.2539134,crab,pumilio,HIT,red
HIT6,trunk,3.764775053,4.9415241,crab,pumilio,HIT,red
HIT7,trunk,3.699699942,3.1129876,crab,pumilio,HIT,red
HIT8,trunk,3.264487868,4.8017167,crab,pumilio,HIT,red
HIT1,GreenLeaf,13.11848563,10.093726,lizard,pumilio,HIT,red
HIT2,GreenLeaf,3.822256718,5.443225,lizard,pumilio,HIT,red
HIT3,GreenLeaf,6.039304862,5.5933243,lizard,pumilio,HIT,red
HIT4,GreenLeaf,10.18900735,1.5884609,lizard,pumilio,HIT,red
HIT5,GreenLeaf,4.832514109,4.2929506,lizard,pumilio,HIT,red
HIT6,GreenLeaf,7.597775177,7.0355734,lizard,pumilio,HIT,red
HIT7,GreenLeaf,7.613880162,5.1982452,lizard,pumilio,HIT,red
HIT8,GreenLeaf,7.464640852,7.0639386,lizard,pumilio,HIT,red
HIT1,LeafLitter,10.70619608,8.6973433,lizard,pumilio,HIT,red
HIT2,LeafLitter,3.087283475,4.0468423,lizard,pumilio,HIT,red
HIT3,LeafLitter,3.959547735,4.1969416,lizard,pumilio,HIT,red
HIT4,LeafLitter,7.817043259,0.1920782,lizard,pumilio,HIT,red
HIT5,LeafLitter,3.025537188,2.8965679,lizard,pumilio,HIT,red
HIT6,LeafLitter,5.397018399,5.6391907,lizard,pumilio,HIT,red
HIT7,LeafLitter,5.285351755,3.8018625,lizard,pumilio,HIT,red
HIT8,LeafLitter,5.165463839,5.6675559,lizard,pumilio,HIT,red
HIT1,trunk,11.09773807,7.5918414,lizard,pumilio,HIT,red
HIT2,trunk,3.088863183,2.9413404,lizard,pumilio,HIT,red
HIT3,trunk,4.271983395,3.0914397,lizard,pumilio,HIT,red
HIT4,trunk,8.200704251,0.9134238,lizard,pumilio,HIT,red
HIT5,trunk,3.262636919,1.791066,lizard,pumilio,HIT,red
HIT6,trunk,5.743066376,4.5336887,lizard,pumilio,HIT,red
HIT7,trunk,5.657495602,2.6963606,lizard,pumilio,HIT,red
HIT8,trunk,5.531019004,4.562054,lizard,pumilio,HIT,red
