wl,PAL.LeafLitter.1,PAL.LeafLitter.2,PAL.LeafLitter,PAL.LeafLitter,PAL.trunk.1,PAL.trunk.2,PAL.trunk,PAL.trunk,PAL.GreenLeaf,PAL.GreenLeaf,SAN.GreenLeaf,SAN.GreenLeaf,SAN.trunk,SAN.trunk,SAN.trunk,SAN.trunk,SAN.LeafLitter,SAN.LeafLitter,SAN.LeafLitter,SAN.LeafLitter,SAN.LeafLitter,SAN.LeafLitter,DAM.trunk,DAM.trunk,DAM.trunk,DAM.trunk,DAM.GreenLeaf,DAM.GreenLeaf,DAM.LeafLitter,DAM.LeafLitter,DAM.LeafLitter,DAM.LeafLitter,DAM.LeafLitter,ESQ.LeafLitter,ESQ.LeafLitter,ESQ.LeafLitter,ESQ.LeafLitter,ESQ.GreenLeaf,ESQ.GreenLeaf,ESQ.GreenLeaf,ESQ.GreenLeaf,ESQ.trunk,ESQ.trunk,ESQ.trunk,ESQ.trunk
1011.542,69.3,49.02,16.03,16.88,69.65,65.66,77.71,52.22,70.76,40.89,101.867,60.293,68.77,68.77,102.71,66.95,58.727,65.839,54.45,62.59,47.425,36.108,17.59,17.631,73.3,63.102,77.859,55.874,44.13,29.67,31.81,52.97,50.57,59.6,54.36,79.03,50.95,46.1,37.76,41.14,55.05,21.89,21.54,1.9,16.2
1011.972,69.51,49.11,15.81,16.95,69.38,65.94,78.34,51.56,71.38,40.79,101.631,62.003,69.06,69.06,101.36,66.94,58.311,65.581,54.52,63.16,48.048,35.967,17.39,18.11,73.33,63.469,79.003,55.295,43.43,30.29,31.65,53.49,50.48,59.86,54.67,79.66,51.84,46.88,38.78,41.66,55.67,22.1,20.62,1.94,16.48
1012.402,69.27,48.67,16.01,16.87,68.48,65.79,77.34,51.1,70.54,40.46,101.09,62.654,69.29,69.29,100.73,67.28,57.85,65.407,54.79,63.35,47.988,36.885,17.18,18.645,72.06,63.376,79.562,56.706,42.72,30.28,31.21,53.58,51.07,58.9,54.28,79.29,52.37,46.97,39.56,41.01,55.3,21.47,19.56,2.01,16.65
1012.831,68.67,49.03,16.39,17.04,68.14,66.02,77.51,51.21,70.31,40.39,102.086,62.069,69.76,69.76,99.54,67.63,57.876,64.777,54.81,63.69,47.423,36.622,16.84,18.604,72.17,63.215,78.272,56.168,42.31,30.49,31.34,53.69,52.04,58.88,54.49,79.38,52.38,47.61,40.7,40.13,55.34,22.26,20.55,1.98,16.81
1013.261,69.25,49.22,16.87,17.41,68.52,66.72,77.78,51.26,70.19,40.11,102.877,64.009,70.15,70.15,99.51,68.69,57.366,64.36,55.31,63.5,46.457,35.752,16.71,18.89,71.71,62.98,79.858,55.741,41.87,29.89,31.16,53.27,52.45,59.7,55.69,80.47,53.68,48.72,42.24,40.95,55.46,21.92,19.53,2.06,17.56
1013.691,69.65,49.31,16.94,17.38,69.12,67.59,77.73,51.15,70.02,40.54,102.239,64.809,70.6,70.6,99.66,69.08,57.086,64.439,55.21,64.13,46.476,36.513,16.24,17.688,72.02,62.937,80.45,57.411,42.33,30.04,31.13,53.61,52.69,59.6,56.83,80.36,54.95,49.51,42.25,41.1,56.13,22.06,19.12,2.28,17.89
1014.121,69.82,49.9,16.58,17.34,69.55,67.3,78.35,51.12,69.63,40.48,101.588,64.719,70.65,70.65,100.71,69.51,57.681,65.151,55.3,64.02,45.877,36.276,15.8,17.13,71.96,62.415,78.838,57.253,42.8,30.46,31.47,53.69,52.88,59.84,58.45,80.47,56.02,49.85,42.24,41.11,57.73,22.9,19.93,2.52,17.5
1014.55,68.76,49.89,16.05,17.06,68.77,66.62,77.07,50.65,69.02,40.22,101.367,65.324,70.61,70.61,100.33,70.07,58.015,65.444,55.28,64.06,46.011,36.653,16.52,16.989,72.56,61.567,76.897,56.686,42.27,30.18,31.61,53.05,52.51,61.04,59.42,81.38,57.32,50.94,43.06,41.79,58.69,23.97,20.4,2.86,18.43
1014.98,69.2,49.49,16.39,17.03,69.55,66.41,77.36,51.65,69.13,40.44,102.149,64.379,71.1,71.1,100.63,70.01,57.564,65.596,56.1,64.41,46.102,37.663,16.33,18.071,73.05,61.653,76.769,57.286,42.55,29.58,31.32,52.82,52.18,60.39,58.56,80.9,57.86,50.5,42.74,41.47,58.07,23.72,20.12,2.97,18.56
1015.41,69.45,49.31,16.57,17.62,70.23,66.36,77.18,52.42,69.33,40.63,102.51,64.902,72.48,72.48,100.65,70.06,57.606,66.148,55.66,63.82,45.134,37.609,16.42,18.474,74.23,62.091,78.475,56.662,43.02,28.87,31.12,52.94,51.99,59.52,57.37,80.59,57.64,49.9,42.01,41.45,58,23.4,20.39,3.2,18.38
1015.839,69.23,49.72,16.54,18.98,70.96,65.73,77.85,53.08,70.28,40.72,102.274,65.674,73.2,73.2,100.03,70.91,58.862,66.142,54.93,64.27,45.108,38.316,17.24,19.056,75.56,61.781,77.589,56.736,43.62,28.39,31.42,53.61,52.32,58.97,56.84,81.42,58.56,49.69,42.09,41.44,57.95,24.31,21.08,2.84,18.42
1016.269,69.38,49.83,16.35,19.58,70.85,65.45,77.37,53.19,70.52,40.95,102.639,65.847,73.86,73.86,99.58,71.61,58.833,66.252,54.9,64.48,45.104,38.711,17.98,20.74,75.45,61.657,77.31,56.146,43.75,27.78,31.08,53.39,51.74,58.52,56.21,81.72,58.67,50.06,43.01,40.65,58.37,24.41,21.91,2.99,18.53
1016.699,69.98,49.64,16.79,19.65,71.06,65.38,76.33,53.83,69.71,40.63,102.096,65.509,74.5,74.5,100.36,72.26,58.521,66.212,55.78,65.39,44.616,39.224,17.95,21.278,74.61,62.164,79.238,55.784,43.62,26.96,31.16,53.04,51.87,57.71,55.68,81.35,57.99,49.98,42.13,40.06,57.98,25.43,23.26,2.87,18.75
1017.128,69.91,50.49,16.91,19.85,71.58,66.15,77.43,54.54,70.09,40.77,101.983,66.101,74.87,74.87,101.21,72.49,58.677,66.051,55.82,65.88,44.795,38.451,19.08,21.064,75.81,62.551,78.074,53.406,44.37,26.67,31.79,53.21,52.4,57.29,55.22,81.34,57.28,49.12,41.48,40.08,57.25,25.83,23.73,3.01,18.74
1017.558,70.86,51.17,16.74,20.2,72.83,66.99,78.23,55.1,71.34,41.84,102.118,65.47,74.61,74.61,101.56,73,59.002,65.761,56.34,66.17,45.528,38.681,20.24,21.384,75.98,63.142,78.555,52.21,45.63,26.6,32.43,52.57,51.06,55.84,54.06,81.35,56.51,47.94,40.16,39.64,56.8,24.68,24.03,3.15,18.15
1017.987,70.37,50.95,15.68,19.6,72.77,66.36,77.93,54.7,72.88,43.16,101.068,63.127,75.07,75.07,101.79,72.95,60.28,66.557,56.89,67.06,45.515,38.672,20.75,20.992,76.77,63.484,78.15,52.452,46.73,27.01,32.51,52.11,50.17,54.59,53.83,80.47,56.03,47.49,39.35,39.79,57.55,24.42,23.36,3.01,17.24
1018.417,70.26,50.54,15.73,19.2,71.45,65.86,77.83,54.29,73.16,43.51,102.177,63.664,75,75,102.1,72.41,61.137,67.456,56.27,66.32,44.91,38.534,19.95,21.518,76.89,63.58,77.309,51.826,46.4,26.71,32.38,52.09,50.58,54.49,53.46,80,55.77,47.09,39.5,40.35,57.42,24.66,23.76,2.45,16.69
1018.846,69.74,49.92,15.74,19.61,70.83,65.29,77,54.5,73.02,43.84,102.807,63.783,75.61,75.61,102.26,73.38,61.122,67.664,55.47,67,45.484,38.507,20.06,21.547,77.13,64.064,77.576,52.204,45.7,26.63,32.36,51.94,50.2,54.49,53,79.53,55.96,47.21,39.62,40.2,57.13,25.34,25.04,2.27,16.99
1019.275,70.14,49.62,16.19,20.08,71.73,65.94,77.74,55.2,74.33,44.12,104.078,62.284,75.92,75.92,101.19,73.1,60.919,68.025,55.1,67.09,45.312,37.712,19.37,21.677,76.78,65.078,79.643,51.563,45.85,26.89,32.01,51.97,49.81,53.82,51.73,77.71,54.98,45.95,38.42,38.9,55.91,24.63,25.54,1.86,16.35
1019.705,70.17,49.17,16.4,19.85,71.74,66.63,77.74,54.89,74.55,44.46,104.175,63.356,76.45,76.45,101.92,73.82,60.957,67.858,54.62,66.2,45.167,37.225,19.52,20.88,76.95,65.568,79.052,52.51,46.16,27.62,32.5,52.43,50.31,55.08,52.57,76.78,54.75,46.04,38.23,39.41,56.65,26.3,25.46,1.61,16.42
1020.134,69.48,49.73,16.8,19.86,71.4,67.27,77.83,54.66,74.78,45.15,103.711,63.967,77,77,102.5,75.05,60.646,67.185,54.97,66.43,45.89,37.688,18.81,20.381,76.7,65.088,77.614,52.089,46.25,28.28,33.57,52.08,50.02,56.81,54.44,77.08,55.74,47.41,39.01,40.32,58.06,27.21,26.35,2.17,17.4
1020.563,68.29,49.47,16.75,19.33,70.76,67.48,76.17,53.71,73.86,44.83,103.14,64.868,77.27,77.27,103.72,75.5,59.88,66.895,55.03,66.39,46.839,36.633,18.96,19.696,75.36,65.007,77.938,53.061,45.82,28.18,33.16,52.17,50.91,56.98,54.19,76.56,54.93,47.23,38.92,40.85,58.15,26.96,25.87,2.87,18.06
1020.993,68.82,49.4,17.52,19.62,71.18,67.78,75.6,53.63,74.28,44.56,102.725,65.351,77.49,77.49,104.47,75.23,59.413,66.903,54.95,66.42,46.745,36.199,18.05,18.708,75.19,65.121,77.712,53.276,46.53,28.4,33.25,52.54,51.2,56.55,53.2,76.57,54.39,46.11,37.86,41.24,57.47,27.04,24.78,2.47,17.8
1021.422,68.58,49.98,17.65,19.64,71.45,67.95,75.36,53.17,75,44.67,103.122,67.137,77.34,77.34,105.62,75.48,59.683,67.395,54.31,65.49,46.902,35.892,16.8,17.635,76.28,65.497,73.738,54.349,47.61,29.3,33.63,52.53,50.85,57.19,52.8,75.91,53.82,45.36,37.32,41.09,57.38,27.24,24.82,2.6,17.42
1021.851,67.32,49.74,18.03,19.53,71.51,67.55,74.87,52.29,74.68,44.2,102.994,65.972,77.21,77.21,104.8,75.78,59.49,67.43,53.49,65.12,47.283,36.298,15.7,17.231,75.88,65.595,73.123,55.559,47.29,29.62,33.74,52.78,50.5,58.34,53.46,76.41,54.11,45.78,37.69,41.75,57.63,27.73,25.22,2.53,17.43
1022.28,67.11,49.34,18.22,19.49,70.86,68.17,74.78,51.95,74.47,43.76,102.816,67.319,77.43,77.43,105.26,75.87,59.129,67.733,53.02,64.91,47.302,36.193,15.18,17.502,75.08,65.6,72.865,56.378,47.13,29.9,33.65,53.69,51.26,59.9,54.63,76.2,54.32,45.53,38.13,41.62,57.59,28.75,24.71,2.71,17.51
1022.709,67.75,49.59,18.92,19.55,71.36,68.62,75.07,52.59,73.97,42.8,103.646,66.205,78.06,78.06,105.49,76.4,57.889,67.282,53.36,63.91,47.492,36.427,14.25,17.668,74.88,65.672,72.48,53.489,46.78,29.65,33.95,54.73,52.19,60.43,53.09,75.28,53.35,43.92,37.5,39.4,56.03,29.14,26.23,2.35,17.04
1023.138,68.14,50.75,19.89,20.43,72.92,68.58,76.76,53.88,74.64,42.6,102.966,66.236,79.51,79.51,106.55,78.44,57.891,66.479,53.9,64.6,48.967,36.27,15.64,18.501,75.16,65.66,71.289,53.356,47.32,29.69,34.8,55.52,52.97,59.74,50.31,74.93,52.2,41.7,36.43,37.32,54.42,29,26.09,2.59,16.37
1023.567,68.2,51.58,19.41,20.24,72.21,68.49,78.19,54.06,74.87,42.65,102.759,66.04,79.93,79.93,106.73,78.6,58.245,66.596,55.41,64.78,48.469,36.245,15.62,19.406,75.38,65.664,71.894,53.988,48.03,30.21,34.83,56.17,53.7,60.26,49.54,75.41,51.73,41.23,35.95,35.93,54.54,27.59,25.91,2.55,15.82
1023.996,68.81,52.02,19.27,19.88,72.68,68.18,78.83,53.55,73.11,42.3,101.524,65.095,81.27,81.27,108.14,80.08,58.838,67.067,56.63,64.88,48.267,36.293,16.06,20.268,74.54,65,71.445,54.656,47.82,30.72,34.57,56.41,53.45,60.46,49.88,75.38,51.21,41.15,35.98,35.69,54.39,27.62,26.24,2.51,15.57
1024.426,67.47,52.25,19.25,20.04,72.43,67.44,77.95,53.21,71.55,41.05,100.561,65.205,80.85,80.85,107.37,80.04,60.245,67.616,57.14,65.34,48.668,37.298,16.06,20.581,74.05,64.336,70.95,54.548,46.99,30.07,34.26,56.28,53.38,59.34,49.12,75.67,50.29,40.39,35.8,34.41,52.3,25.92,26.08,2.57,15.4
1024.854,68.39,51.61,19.13,20.02,72.05,66.85,78.1,52.64,72.19,40.54,102.19,65.001,80.12,80.12,106.7,79.39,61.313,68.27,57.35,65.11,49.117,36.907,16.85,20.774,73.83,64.573,72.053,55.674,47.51,29.93,33.58,56.71,53.79,57.98,47.16,75.62,48.94,39.47,34.39,32.21,50.55,23.71,25.13,2.49,14.19
1025.283,69.77,51.5,19.33,19.62,72.09,67.32,78.25,53.37,72.89,40.53,103.074,64.025,81.03,81.03,106.96,79.94,61.689,69.288,57.04,64.12,48.635,37.395,17.22,20.874,74.02,64.845,71.716,56.275,47.83,30.13,33.07,56.34,52.66,57.79,46.52,75.49,47.95,39.49,33.35,30.94,48.99,23.85,24.9,2.08,13.32
1025.712,69.64,51.67,20.44,19.96,71.88,67.52,78.99,54.01,72.13,40.3,102.478,64.233,81.44,81.44,108.2,79.98,62.339,69.156,57.74,64.14,48.85,39.067,18.71,21.585,73.53,64.107,71.78,55.956,47.19,30.1,33.5,56.45,52.39,57.75,46.85,74.46,47.82,39.55,33.05,30.26,47.04,24,24.32,2.01,12.46
1026.141,69.17,51.87,20.5,20.68,71.42,67.31,79.39,53.8,71.49,40.34,103.207,61.059,81.58,81.58,108.7,80.64,62.699,69.075,57.73,64.2,48.44,39.185,20.33,21.828,73.22,63.897,74.802,53.385,47.31,29.91,32.99,56.62,52.68,56.98,46.77,74.72,47.91,39.71,33.02,29.47,45.92,22.91,23.82,1.92,12.04
1026.57,70.44,52.29,20.54,21.18,72.46,67.99,79.91,54.57,70.95,40.62,103.692,60.904,82.68,82.68,109.87,81.3,62.914,69.548,57.55,64.21,49.247,39.575,21.17,22.347,72.61,63.865,77.755,53.207,47.41,29.68,31.88,56.1,53.01,55.44,45.66,73.55,47.48,38.72,31.62,28.62,45.36,22.29,23.79,1.93,11.5
1026.999,71.34,52.93,21.12,21.34,73.13,67.15,79.58,55.15,70.72,41.17,103.387,61.166,83.25,83.25,110.63,80.88,63.419,70.047,57.8,64.57,49.642,39.866,20.81,21.846,73.24,63.687,77.745,54.156,47.45,29.45,31.47,55.94,53.32,54.68,44.64,72.87,47.62,37.98,30.71,29.18,44.42,21.55,22.88,1.56,11.16
1027.428,71.19,53.39,21.57,21.92,73.44,67.09,79.81,54.64,71.09,42.04,103.65,63.27,82.82,82.82,111.72,82.11,63.969,70.447,57.22,64.85,48.545,39.23,20.67,21.241,73.36,63.689,79.012,56.111,48.08,29.99,31.21,55.73,53.03,54.2,44.78,72.79,48.36,38.34,30.71,29.1,44.68,21.4,23.07,2.02,11.05
1027.857,70.45,53.25,20.91,21.43,72.59,66.63,78.22,54.35,70.35,42.21,102.819,62.377,82.38,82.38,111.04,81.68,63.697,70.77,57.46,65.49,47.924,39.486,20.64,20.715,72.19,64.709,81.124,57.351,47.22,30.57,30.23,55.56,53.1,55.04,46.11,73.31,49.72,39.29,31.95,29.62,44.64,19.77,22.98,1.81,11.29
1028.285,71.72,53.07,21.78,21.41,72.99,67.15,77.63,54.74,70.77,42.97,101.86,62.842,82.76,82.76,111.07,81.34,63.749,70.405,56.23,65.26,48.69,39.941,20.2,19.306,71.89,64.888,81.163,58.975,47.3,30.62,29.98,54.93,52.77,54.24,45.8,73.13,49.82,38.97,32.14,30.69,43.47,19.88,20.49,1.85,11.26
1028.714,71.92,52.76,22.19,21.84,72.31,67.85,76.5,54.51,72.47,43.85,102.139,63.224,81.82,81.82,110.66,81.4,62.922,69.401,55.6,64.79,47.978,39.169,20.77,18.983,72.86,65.176,78.435,57.21,48.08,30.79,30.93,54.59,53.14,53.72,45.36,74.63,49.61,39.38,32.29,31.28,43.65,19.74,19.84,2.12,11.93
1029.143,72.66,52.84,22.01,21.18,72.43,67.82,76.44,54.11,73.58,45.04,102.181,63.022,82.13,82.13,110.82,81.42,61.342,69.099,54.24,64.79,47.822,39.021,20.79,18.69,73.29,65.299,78.275,56.455,48.08,31.16,31.34,54.73,53.41,54.12,45.92,75.84,50.58,40.98,33.02,33.35,44.52,19.45,19.86,2.58,12.9
1029.571,73.61,53.16,22.39,21.37,72.61,68.49,76.54,55.18,74.41,45.64,99.772,63.021,83.05,83.05,112.09,82.17,60.709,68.563,53.33,65.37,48.089,39.584,20.64,19.013,73.94,64.767,79.12,54.68,47.49,31.04,30.95,54.71,53.43,53.71,46.56,75.13,50.93,41.14,34.43,34.78,44.84,18.75,18.93,2.22,13.17
1030,72.62,53.33,22.46,21.31,72.63,67.8,76.42,54.87,73.92,45.33,98.608,63.479,83.11,83.11,112.5,81.58,60.15,67.779,54,66.38,48.262,39.436,19.82,19.027,74.71,64.689,80.127,53.749,47.17,31.13,30.48,54.38,53.5,54.48,47.24,74.26,52.19,41.94,35.4,35.8,46.72,18.47,18.45,2.13,13.81
1030.429,71.89,52.77,20.95,20.05,72.33,67.15,76.39,53.48,74.22,45.71,99.137,62.191,82.8,82.8,111.85,82.61,59.632,67.6,53.31,66.08,48.985,38.673,19.23,18.238,75.51,65.131,79.994,54.339,47.03,31.87,30.21,54.15,54.15,55.37,47.11,74.65,53.56,43.09,37.01,37.55,47.96,18.93,19.91,2.55,15.35
1030.857,72.83,52.88,20.3,19.79,72.35,67.48,76.29,54.06,75.87,45.87,98.967,62.239,82.75,82.75,110.75,82.54,60.521,68.056,52.71,66.75,48.476,38.116,18.51,17.915,74.96,65.217,79.962,55.349,47.1,32.72,30.62,53.76,54.01,55.46,47.97,74.88,54.39,43.39,37.96,39.08,49.09,18.3,19.69,2.74,16.16
1031.286,73.19,51.67,19.8,19.54,70.45,67.5,74.94,53.25,76.85,45.96,99.295,62.504,83.25,83.25,111.24,82.98,60.691,67.967,53.52,67.7,46.673,37.77,18.14,18.101,75.9,65.899,80.925,55.606,47.34,33.28,31.6,53.96,53.61,56.59,49.06,74.86,54.98,44.08,38.57,40.46,50.58,16.9,19.15,2.85,17.21
1031.714,72.22,51.06,19.64,20.09,69.44,67.08,74.33,51.82,77.42,46.42,99.619,61.882,82.83,82.83,110.13,82.87,60.668,67.565,54.02,67.5,46.039,37.644,18.76,17.839,76.46,66.08,80.195,54.672,47.98,33.13,31.96,54.51,53.28,56.42,49.11,74.69,55.01,44.08,39.33,41.29,50.84,17.24,20.32,2.83,18.18
1032.143,72.16,50.14,18.96,19.85,67.85,66.69,73.44,52.09,77.35,46,99.846,60.143,84.08,84.08,110.08,83.09,61.209,67.591,53.48,66.79,46.529,37.25,18.86,17.709,76.72,66.207,77.994,54.454,48.1,32.99,31.32,55.2,53.54,55.18,48.84,74.25,53.53,43.65,38.86,41.99,50.32,17.26,19.5,2.68,19.17
1032.571,71.32,48.89,18.27,19.14,66.24,65.84,72.89,51.54,77.73,45.65,100.443,60.184,85.35,85.35,111.22,84.1,61.309,68.221,53.09,66.26,46.455,37.273,18.54,17.777,77.38,65.417,77.424,53.395,48.3,32.75,31.03,55.98,54.12,53.82,48.7,72.6,51.42,43.07,37.2,41.81,49.31,18.86,19.13,2.78,19.42
1033,70.6,48.43,17.72,19.09,65.72,65.46,72.58,50.76,77.68,44.72,100.88,60.218,83.77,83.77,110.17,83.7,61.221,68.537,54.59,66.72,45.98,37.76,19.34,19.024,77.58,64.999,76.889,50.959,47.82,31.17,31.16,55.98,54.69,53.69,49.1,71.95,50.83,42.25,36.7,41.1,48.16,19.89,20.54,2.49,19.64
1033.428,69.69,48.18,17.1,19.13,65.39,65.84,73.65,51.01,77.04,43.72,101.147,59.639,84.74,84.74,110.92,84.52,61.854,69.771,55.26,67.99,46.379,38.359,18.6,18.142,77.79,65.02,79.067,52.41,46.9,29.7,29.93,56.6,55.31,53.41,49.76,71.27,50.63,42.18,35.54,40.6,48.29,20.74,20.33,2.56,19.26
1033.856,69.69,48.63,17.55,20.54,66.31,66.76,74.71,52.03,77.64,42.4,101.261,58.701,85.87,85.87,111.61,85.8,61.89,70.322,55.82,69.14,47.188,38.658,17.9,16.427,78.28,65.153,80.556,52.835,47.1,29.42,28.87,57.18,55.82,52.46,48.81,69.54,49.63,40.47,33.69,38.29,48.56,21.07,19.37,1.94,17.62
1034.285,69.23,48.27,17.96,21.13,66.6,65.89,74.76,50.92,75.82,41.26,102.76,60.895,85.64,85.64,111.65,85.5,62.038,70.652,57.57,69.12,47.316,39.108,17.92,16.106,77.19,65.315,78.126,54.394,47.34,29.01,28.72,57.73,55.98,52.17,47.32,68.57,48.69,38.42,31.7,37.04,47.75,22.72,19.94,1.57,16.9
1034.713,69.38,48.01,18.04,20.91,66.05,66.36,75.13,49.97,76.69,41.62,105.499,60.288,85.95,85.95,112.1,87.13,62.836,71.205,58.52,69.1,46.302,39.219,17.92,15.787,78.01,65.283,78.036,52.949,48.19,28.34,29.71,57.73,56,51.84,46.29,68.38,47.05,36.72,30.48,35.93,46.59,22.66,20.61,1.83,16.33
1035.141,69.56,47.96,18.09,21.18,66.03,66.06,75.6,49.96,76.56,40.84,107.149,60.454,86.44,86.44,112.68,87.91,63.172,71.702,58.9,69.69,45.43,39.27,19.29,16.126,77.53,65.875,79.035,54.462,48.16,26.8,29.02,58.94,57.34,50.32,45.71,66.52,43.73,34.71,27.64,34.61,45.38,21.78,20.89,1.49,15.31
1035.569,69.14,47.15,19.09,21.29,65.53,66.23,76.1,50.43,75.11,40.36,107.256,61.658,87.4,87.4,114.86,88.36,62.154,70.746,59.58,69.7,46.609,40.107,19.7,16.791,77.51,65.209,78.748,55.29,47.05,24.3,28.09,60.04,58.12,49.4,44.51,64.86,41.77,33.41,26,33.38,42.64,22.49,21.65,1.21,14.45
1035.998,68.59,48.17,19.21,21.78,66.22,65.58,76.75,51.12,75.2,39.84,107.978,60.958,87.93,87.93,116.84,89.94,62.523,70.04,59.78,68.5,46.427,39.816,19.46,16.982,77.68,64.418,75.067,55.445,46.75,23.41,28.36,60.38,58.32,48.39,43.79,64.2,40.67,33.03,25.09,31.71,40.83,24.03,22.06,1.02,13.17
1036.426,69.04,48.73,18.8,21.04,66.84,65.9,77.92,51.57,74.46,38.96,107.05,60.485,89.51,89.51,117.73,90.74,62.29,69.998,59.18,68.02,46.997,40.601,19.5,18.226,77.69,63.979,76.236,56.707,45.38,23.56,28.83,61.31,58.72,48.74,43.84,64.74,40.4,34.61,24.61,30.68,41.14,23.43,21.7,1.33,12.49
1036.854,69.73,49.17,19.22,21.29,66.72,66.99,78.32,51.81,74.75,38.18,105.683,62.535,89.59,89.59,116.56,89.76,62.142,69.442,60.21,69.39,46.698,41.501,19.44,18.069,76.78,64.24,78.082,58.828,44.45,23.5,28.81,60.62,58.69,49.8,45.67,65.76,42.16,35.29,25.32,30.93,40.81,23.01,20.53,1.54,11.81
1037.282,70.06,49.87,20.18,22.28,67.73,67.78,78.13,51.61,73.9,37.3,106.14,61.983,89.41,89.41,116.23,90.12,62.047,68.725,61.86,69.9,45.954,40.675,18.64,17.353,77.11,64.37,76.697,56.665,44.39,23.1,28.8,59.48,57.97,50.69,46.96,66.01,43.46,36.46,26.73,30.64,42.58,22.23,20.85,2,11.19
1037.71,70.06,50.81,20.49,22.67,68.42,67.88,78.02,51.71,74.45,37.56,107.284,60.558,91.21,91.21,117.99,92.52,61.433,68.24,61.71,69.62,46.236,40.214,18.02,16.685,77.82,64.278,77.341,55.415,44.88,25.32,29.53,60.28,57.32,51.3,47.76,66.4,44.01,37.62,27.57,31.9,43.98,21.69,20.42,2.38,11.78
1038.138,71.53,51.65,20.64,22.38,68.55,66.88,78.16,51.91,75.27,38.26,107.692,59.475,91.03,91.03,117.93,91.6,61.065,66.709,60.5,69.05,47.829,40.684,18.12,17.078,78.26,64.351,78.008,54.822,45.43,27.62,30.45,60.03,56.67,53.28,47.68,66.5,46.18,38.16,29.85,32.75,44.65,19.48,20.19,2.74,11.9
1038.566,71,50.74,20.25,21.43,67.92,66.25,78.36,51.32,74.78,38.46,107.833,59.962,91.31,91.31,118.39,91.11,61.288,66.137,60.31,67.94,47.523,40.88,18.33,17.722,77.57,64.414,76.992,56.464,45.63,27.12,30.92,59,56.37,54.75,48.65,67.33,47.96,38.77,32.17,33.74,45.2,18.93,19.73,3.08,12.58
1038.994,70.97,51.22,19.79,20.31,67.59,66.65,78.84,52.3,76.03,38.85,108.003,56.432,93.31,93.31,119.96,93.42,61.545,65.894,59.02,68.27,47.918,41.129,18.22,17.896,78.27,65.24,76.82,54.173,45.38,26.19,31.28,58.55,56.22,56.11,50.72,68.58,50.07,39.84,34.2,34.98,45.81,18.99,19.28,3.03,13.14
1039.422,71.55,52.16,20.12,20.99,67.84,67.66,79.67,53.76,75.99,39.63,107.02,57.296,94.05,94.05,119.61,94.02,61.117,65.826,56.69,68.25,48.161,41.143,18.4,18.495,76.99,65.466,75.83,53.925,44.92,25.69,31.08,58.52,56.09,55.72,52.39,69.79,51.53,39.96,34,35.05,46.8,18.76,18.49,2.63,13.71
1039.85,72.79,52.72,20.5,21.58,69.45,69.07,80.17,54.71,75.8,40.14,106.254,58.091,95.63,95.63,120.13,94.42,61.036,66.058,55.82,68.08,48.776,40.319,19.11,19.082,76.77,64.849,74.812,54.076,44.65,25.69,30.89,57.84,54.13,56.69,53.32,71.01,53.37,39.77,34.63,34.71,48.55,18.94,16.71,2.89,13.58
1040.278,73.61,53.85,20.36,20.91,70.33,69,80.84,54.14,76.81,41.29,104.71,57.908,95.54,95.54,118.86,94.71,61.766,66.566,55.97,68.03,48.689,40.305,18.98,18.012,78.96,64.937,73.934,52.35,46.13,27.95,31.65,57.44,52.61,57.33,53.96,72.81,54.43,39.78,35.12,35.41,50.51,18.16,15.9,3.14,13.9
1040.706,73.28,54.4,20.88,21.19,70.14,69.36,81.26,54.84,77.13,41.91,104.61,57.335,96.2,96.2,118.84,96.03,61.656,66.714,54.9,68.39,49.356,39.796,19.29,17.809,79.29,64.265,74.665,50.778,46.95,29.06,30.96,56.56,52.11,56.84,54.58,73.5,54.75,38.56,35.07,34.65,50.88,17.54,16.01,2.83,13.78
1041.134,73.51,54.03,22.04,22.37,69.44,69.1,80.93,55.96,77.86,41.66,106.192,57.675,96.67,96.67,120.46,97.92,61.484,66.886,54.83,68.99,50.198,39.609,19.29,16.009,79.06,64.102,76.955,48.264,47.13,29.55,30.16,55.14,51.93,55.12,54.74,71.66,54.7,37.16,34.39,33.71,50.34,16.32,14.48,2.53,13.55
1041.561,73.84,54.37,22.88,22.62,71.07,68.74,81.84,55.69,77.27,42.04,106.477,55.579,95.95,95.95,121.86,98.53,61.337,67.214,54.74,68.68,52.214,39.78,19,16.159,79.75,63.345,75.173,45.532,47.73,29.81,32.23,56.03,51.73,56.76,54.21,72.85,54.73,38.2,35.51,34.39,51.97,16.3,13.53,2.28,14.53
1041.989,75.64,54.97,23.34,21.83,72.55,69.41,82.82,56.14,79.1,43.52,106.353,56.161,97.29,97.29,123.61,100.46,61.237,66.849,52.6,68.35,52.005,39.525,21.16,17.345,80.27,63.323,74.7,48.605,48.38,30.57,33.54,56.75,51.15,57.55,53.85,75.37,54.74,38.03,35.03,34.26,52.22,17.07,14.58,1.36,15.6
1042.417,74.17,54.74,23.58,22.01,73.25,69.64,83.09,56,78.47,43.38,105.093,55.536,98.34,98.34,123.44,101.03,61.114,66.989,51.02,67.29,53.831,40.133,21.68,18.184,79.93,64.063,74.971,50.195,48.29,29.66,32.46,57.41,52.71,56.9,53,73.42,53.52,37.55,34.17,32.87,51.92,17.24,14.34,1.4,16.06
