wl,PAL.LeafLitter.1,PAL.LeafLitter.2,PAL.LeafLitter,PAL.LeafLitter,PAL.trunk.1,PAL.trunk.2,PAL.trunk,PAL.trunk,PAL.GreenLeaf,PAL.GreenLeaf,SAN.GreenLeaf,SAN.GreenLeaf,SAN.trunk,SAN.trunk,SAN.trunk,SAN.trunk,SAN.LeafLitter,SAN.LeafLitter,SAN.LeafLitter,SAN.LeafLitter,SAN.LeafLitter,SAN.LeafLitter,DAM.trunk,DAM.trunk,DAM.trunk,DAM.trunk,DAM.GreenLeaf,DAM.GreenLeaf,DAM.LeafLitter,DAM.LeafLitter,DAM.LeafLitter,DAM.LeafLitter,DAM.LeafLitter,ESQ.LeafLitter,ESQ.LeafLitter,ESQ.LeafLitter,ESQ.LeafLitter,ESQ.GreenLeaf,ESQ.GreenLeaf,ESQ.GreenLeaf,ESQ.GreenLeaf,ESQ.trunk,ESQ.trunk,ESQ.trunk,ESQ.trunk
492.645,7.41,2.55,0.8,1.6,5,6.76,6.24,7.05,20.51,15.74,35.913,18.357,4.75,4.75,9.53,4.32,17.741,10.47,6.73,6.55,6.135,6.97,6.5,5.498,26,8.755,14.049,10.768,10.83,2.98,3.94,5.89,5.65,15.93,13.82,13.67,5.43,12.07,8.56,10.18,16.64,13.39,9.5,0.49,4.64
493.107,7.39,2.58,0.75,1.62,5.03,6.7,6.23,7.03,20.57,15.72,35.819,18.149,4.7,4.7,9.55,4.29,17.798,10.408,6.68,6.53,6.202,6.94,6.59,5.683,26.04,8.669,13.887,10.84,10.84,2.98,3.94,5.84,5.62,15.82,13.69,13.64,5.44,11.96,8.54,10.1,16.54,13.34,9.54,0.59,4.7
493.57,7.49,2.59,0.77,1.61,5.11,6.69,6.27,7.05,20.57,15.76,35.615,17.9,4.72,4.72,9.56,4.27,17.631,10.283,6.67,6.66,6.233,7.019,6.66,5.67,26.07,8.534,14.072,10.583,10.81,2.95,3.88,5.73,5.51,15.68,13.65,13.51,5.4,11.88,8.46,9.95,16.39,13.33,9.57,0.59,4.59
494.032,7.61,2.66,0.81,1.66,5.21,6.81,6.32,7.09,20.8,15.93,35.806,17.891,4.73,4.73,9.6,4.23,17.751,10.398,6.72,6.77,6.208,6.982,6.59,5.749,26.15,8.587,14.602,10.848,10.91,3,3.97,5.82,5.66,15.77,13.77,13.58,5.36,11.97,8.43,9.92,16.35,13.17,9.44,0.6,4.51
494.495,7.57,2.65,0.79,1.7,5.22,6.83,6.36,7.08,20.82,16.02,35.692,17.851,4.73,4.73,9.68,4.27,17.752,10.222,6.63,6.67,6.11,6.923,6.54,5.734,26.14,8.657,14.733,10.59,10.84,2.99,3.98,5.8,5.67,15.81,13.81,13.67,5.47,12.05,8.48,9.91,16.44,13.17,9.43,0.65,4.61
494.957,7.59,2.64,0.77,1.66,5.24,6.84,6.41,7.14,20.87,16.16,35.662,18.226,4.72,4.72,9.73,4.28,17.845,10.224,6.69,6.67,6.118,6.855,6.45,5.69,26.31,8.542,14.754,10.318,10.87,2.98,4,5.78,5.7,15.82,13.86,13.65,5.53,12.08,8.51,9.95,16.42,13.28,9.6,0.66,4.66
495.419,7.65,2.56,0.76,1.62,5.25,6.82,6.37,7.09,21,16.19,35.66,18.133,4.75,4.75,9.77,4.28,17.817,10.274,6.63,6.48,6.015,6.825,6.43,5.724,26.31,8.53,14.684,9.984,10.97,3.01,4,5.8,5.7,15.91,13.87,13.76,5.6,12.17,8.56,9.91,16.46,13.24,9.64,0.67,4.68
495.881,7.58,2.54,0.72,1.6,5.23,6.79,6.33,7.03,21.06,16.23,35.815,18.04,4.73,4.73,9.83,4.31,17.793,10.298,6.57,6.42,5.987,6.849,6.53,5.731,26.4,8.544,14.76,10.354,10.96,3.06,4,5.84,5.67,15.95,13.91,13.91,5.6,12.17,8.59,9.95,16.5,13.23,9.69,0.67,4.69
496.344,7.64,2.6,0.74,1.61,5.26,6.78,6.38,7.07,20.99,16.18,35.806,18.539,4.73,4.73,9.88,4.32,17.707,10.317,6.58,6.44,5.969,6.923,6.51,5.733,26.49,8.545,14.289,10.174,11.01,3.07,3.97,5.94,5.79,15.95,13.99,13.98,5.61,12.21,8.61,10.02,16.44,13.22,9.68,0.64,4.67
496.806,7.69,2.59,0.76,1.59,5.31,6.82,6.43,7.06,20.98,16.18,35.827,18.353,4.75,4.75,9.94,4.32,17.799,10.39,6.59,6.46,5.987,7.013,6.59,5.815,26.43,8.616,14.079,10.123,11.05,3.04,3.91,6.03,5.82,16,13.94,14.02,5.66,12.2,8.66,10.04,16.38,13.47,9.77,0.61,4.7
497.268,7.67,2.54,0.72,1.59,5.25,6.8,6.4,7.01,20.95,16.19,35.864,18.828,4.77,4.77,9.93,4.33,17.797,10.363,6.64,6.46,5.992,7.08,6.49,5.714,26.41,8.633,14.116,10.209,10.99,3.1,3.93,6.02,5.78,15.94,13.86,13.97,5.65,12.16,8.55,10.06,16.31,13.46,9.7,0.55,4.66
497.73,7.64,2.59,0.74,1.61,5.28,6.79,6.46,7.03,20.92,16.22,35.956,18.916,4.75,4.75,9.96,4.37,17.882,10.376,6.68,6.48,5.983,7.185,6.35,5.603,26.43,8.617,14.662,10.215,11.01,3.19,4.03,5.99,5.83,15.89,13.88,13.95,5.64,12.21,8.45,10.1,16.35,13.36,9.56,0.48,4.51
498.192,7.81,2.67,0.8,1.65,5.37,6.9,6.52,7.08,21.03,16.25,35.835,18.739,4.75,4.75,10.11,4.37,17.939,10.463,6.8,6.53,6.014,7.295,6.29,5.506,26.35,8.658,14.518,9.936,11.15,3.25,4.06,6.06,5.86,16.06,14.03,14.03,5.61,12.3,8.49,10.21,16.41,13.5,9.61,0.39,4.4
498.654,7.82,2.64,0.77,1.61,5.26,6.94,6.43,7.04,21.02,16.3,35.928,18.672,4.75,4.75,10.15,4.36,17.975,10.494,6.76,6.44,5.902,7.318,6.38,5.47,26.35,8.622,14.528,9.496,11.15,3.28,4.07,6.14,5.84,16.08,13.96,14.08,5.61,12.32,8.58,10.28,16.47,13.56,9.58,0.4,4.44
499.116,7.71,2.62,0.72,1.54,5.23,6.9,6.41,7,21.01,16.4,35.875,18.402,4.75,4.75,10.17,4.43,17.957,10.448,6.62,6.31,5.885,7.286,6.43,5.343,26.4,8.541,14.52,9.727,11.13,3.24,4.05,6.15,5.81,15.93,13.88,13.94,5.56,12.26,8.55,10.22,16.49,13.66,9.52,0.37,4.45
499.578,7.78,2.69,0.76,1.53,5.29,6.94,6.46,7.07,20.97,16.41,36.057,18.836,4.71,4.71,10.19,4.43,18.064,10.597,6.55,6.24,5.951,7.356,6.45,5.372,26.4,8.587,14.395,10.438,11.2,3.3,4.05,6.25,5.85,16.01,13.87,13.87,5.49,12.22,8.46,10.25,16.49,13.64,9.66,0.3,4.46
500.04,7.9,2.72,0.79,1.55,5.36,6.92,6.47,7.09,21,16.36,36.092,18.885,4.65,4.65,10.34,4.42,18.109,10.68,6.52,6.13,5.976,7.468,6.55,5.362,26.35,8.646,14.083,10.822,11.28,3.34,4.03,6.21,5.77,16.05,13.86,13.85,5.52,12.27,8.46,10.2,16.47,13.6,9.56,0.28,4.47
500.502,7.95,2.83,0.86,1.6,5.39,6.96,6.59,7.19,21.01,16.45,36.127,18.659,4.63,4.63,10.41,4.48,18.125,10.82,6.47,6.08,6.038,7.461,6.64,5.398,26.46,8.644,14.025,11.086,11.26,3.32,4.07,6.21,5.86,15.98,13.81,13.84,5.47,12.31,8.46,10.22,16.42,13.76,9.56,0.24,4.49
500.964,8.08,2.9,0.91,1.67,5.43,7.03,6.7,7.3,21.06,16.49,36.152,18.484,4.61,4.61,10.43,4.48,18.054,10.882,6.4,6.05,6.083,7.454,6.7,5.378,26.52,8.634,14.18,11.25,11.25,3.31,4.06,6.16,5.88,16.07,13.76,13.82,5.49,12.35,8.43,10.28,16.44,13.73,9.45,0.27,4.59
501.426,8.17,2.93,0.92,1.71,5.48,7.07,6.77,7.32,21.19,16.52,36.073,18.074,4.57,4.57,10.49,4.43,18.116,10.932,6.47,6.08,6.118,7.467,6.81,5.431,26.53,8.636,14.27,11.209,11.29,3.31,4.11,6.14,5.82,16.05,13.71,13.85,5.51,12.33,8.46,10.25,16.56,13.77,9.48,0.25,4.7
501.888,8.25,3,0.96,1.71,5.51,7.03,6.81,7.39,21.26,16.6,35.972,18.281,4.56,4.56,10.47,4.43,18.008,11.021,6.46,6.01,6.133,7.363,6.68,5.391,26.52,8.533,14.365,11.212,11.35,3.33,4.16,6.11,5.82,16.03,13.73,13.88,5.54,12.31,8.47,10.21,16.51,13.39,9.42,0.23,4.71
502.35,8.34,3.02,0.99,1.76,5.58,7.06,6.95,7.48,21.3,16.75,35.976,18.058,4.53,4.53,10.53,4.49,18.084,11.06,6.43,6.05,6.181,7.352,6.78,5.586,26.63,8.605,14.663,11.012,11.44,3.38,4.18,6.14,5.88,16.17,13.84,13.98,5.62,12.36,8.55,10.31,16.65,13.46,9.45,0.24,4.78
502.812,8.42,3.03,0.97,1.73,5.54,7.14,6.98,7.52,21.31,16.82,35.99,18.03,4.58,4.58,10.6,4.52,18.007,11.027,6.36,6.03,6.155,7.332,6.95,5.747,26.64,8.626,14.256,11.041,11.41,3.35,4.1,6.11,5.81,16.38,13.93,14.11,5.72,12.46,8.63,10.35,16.7,13.56,9.55,0.24,4.95
503.274,8.47,2.98,0.96,1.66,5.49,7.12,6.98,7.51,21.27,16.99,36.336,18.095,4.62,4.62,10.54,4.53,18.036,11.018,6.27,5.94,6.078,7.331,6.85,5.737,26.68,8.61,14.45,11.363,11.34,3.33,4.08,5.99,5.74,16.43,13.95,14.18,5.81,12.5,8.63,10.38,16.68,13.57,9.56,0.3,5.16
503.735,8.52,3.02,1.01,1.71,5.57,7.15,7.05,7.56,21.35,17.09,36.58,18.244,4.62,4.62,10.55,4.54,18.125,11.04,6.29,5.93,6.114,7.313,6.7,5.719,26.76,8.753,14.381,11.917,11.4,3.4,4.18,6.03,5.83,16.61,14.12,14.42,5.83,12.62,8.7,10.52,16.94,13.53,9.65,0.32,5.36
504.197,8.55,3,1.04,1.76,5.53,7.11,7.1,7.58,21.22,17,36.444,18.785,4.55,4.55,10.59,4.52,18.087,10.998,6.35,5.93,6.137,7.287,6.72,5.785,26.73,8.649,14.298,11.515,11.33,3.38,4.13,6.03,5.89,16.67,14.22,14.52,5.93,12.65,8.78,10.55,16.95,13.34,9.66,0.33,5.54
504.659,8.69,2.96,1.04,1.78,5.49,7.09,7.12,7.57,21.44,17.12,36.399,18.514,4.57,4.57,10.62,4.47,18.096,11.05,6.59,6.1,6.106,7.329,6.73,5.763,26.84,8.571,14.538,11.308,11.42,3.41,4.18,6.01,5.92,16.63,14.3,14.58,5.95,12.65,8.88,10.52,16.93,13.44,9.66,0.36,5.64
505.121,8.65,2.96,1.07,1.8,5.44,7.1,7.11,7.55,21.47,17.25,36.465,18.67,4.59,4.59,10.59,4.47,18.162,11.088,6.66,6.16,6.144,7.354,6.74,5.807,26.85,8.657,15.012,11.326,11.44,3.44,4.21,6.1,6,16.61,14.34,14.68,5.99,12.66,9,10.64,17.06,13.42,9.62,0.4,5.76
505.582,8.6,2.94,1.06,1.8,5.42,7.08,7.13,7.52,21.47,17.29,36.73,19.002,4.6,4.6,10.59,4.46,18.305,11.11,6.69,6.29,6.232,7.361,6.64,5.715,26.84,8.68,15.307,11.219,11.4,3.41,4.23,6.18,6,16.79,14.45,14.7,6.11,12.65,9.06,10.71,17.06,13.23,9.48,0.43,5.86
506.044,8.67,2.94,1.06,1.8,5.44,7.12,7.2,7.55,21.53,17.36,36.896,18.99,4.68,4.68,10.66,4.49,18.396,11.113,6.74,6.39,6.189,7.383,6.63,5.82,26.76,8.819,15.233,10.748,11.49,3.4,4.2,6.25,6.04,16.91,14.6,14.84,6.2,12.73,9.14,10.8,17.19,13.28,9.58,0.45,5.96
506.506,8.62,2.93,1.1,1.8,5.46,7.17,7.24,7.59,21.55,17.47,36.973,18.989,4.73,4.73,10.67,4.5,18.335,11.102,6.72,6.33,6.145,7.35,6.63,5.803,26.81,8.741,15.439,10.827,11.47,3.38,4.17,6.21,5.98,16.92,14.7,14.94,6.29,12.8,9.24,10.95,17.34,13.11,9.49,0.5,6.02
506.967,8.6,2.89,1.09,1.81,5.45,7.2,7.29,7.62,21.57,17.63,37.031,19.171,4.69,4.69,10.65,4.44,18.417,11.049,6.72,6.36,6.178,7.405,6.72,5.732,26.92,8.708,15.575,11.185,11.39,3.33,4.14,6.17,5.97,16.82,14.72,14.99,6.26,12.83,9.21,11,17.38,13.15,9.6,0.56,6.06
507.429,8.64,2.93,1.11,1.8,5.49,7.27,7.28,7.61,21.68,17.68,36.964,18.782,4.66,4.66,10.61,4.35,18.326,10.996,6.77,6.36,6.196,7.406,6.63,5.632,26.86,8.652,15.746,11.121,11.3,3.27,4.12,6.18,5.98,16.72,14.64,14.93,6.12,12.77,9.16,10.88,17.29,13.03,9.66,0.56,5.97
507.89,8.68,2.93,1.16,1.84,5.57,7.33,7.32,7.63,21.79,17.83,36.978,18.504,4.7,4.7,10.65,4.41,18.423,11.202,6.94,6.44,6.292,7.441,6.55,5.593,26.99,8.773,15.965,10.75,11.39,3.31,4.19,6.41,6.22,16.71,14.7,15.03,6.1,12.84,9.28,10.93,17.4,13.03,9.55,0.53,5.93
508.352,8.67,3,1.19,1.91,5.58,7.35,7.39,7.71,21.86,17.95,37.176,18.585,4.69,4.69,10.76,4.49,18.402,11.357,7.02,6.6,6.348,7.41,6.64,5.736,27.09,8.845,16.266,10.985,11.43,3.35,4.27,6.6,6.38,16.71,14.81,15.02,6.17,12.93,9.33,11.05,17.52,13.04,9.54,0.46,6.04
508.814,8.68,2.99,1.21,1.94,5.58,7.31,7.45,7.82,21.93,17.97,37.283,18.574,4.69,4.69,10.83,4.56,18.356,11.352,7.01,6.67,6.305,7.352,6.76,5.791,27.06,8.741,16.426,10.901,11.4,3.29,4.17,6.58,6.38,16.75,14.89,14.99,6.28,12.99,9.39,11.13,17.52,13.22,9.54,0.52,6.11
509.275,8.75,3.07,1.25,1.92,5.7,7.31,7.48,7.89,22.13,18.05,37.272,18.397,4.75,4.75,10.76,4.6,18.293,11.375,7.03,6.68,6.306,7.466,6.82,5.863,27.15,8.76,16.713,11.072,11.4,3.33,4.22,6.55,6.34,16.77,14.86,15.03,6.3,13.01,9.4,11.25,17.55,13.33,9.55,0.51,6.06
509.736,8.73,3.1,1.24,1.88,5.75,7.3,7.5,7.86,22.04,18.09,37.415,18.127,4.73,4.73,10.69,4.62,18.222,11.439,6.81,6.54,6.295,7.426,6.86,5.824,27.13,8.773,16.662,10.869,11.42,3.29,4.24,6.58,6.27,16.78,14.86,15.11,6.33,13.1,9.37,11.29,17.58,13.21,9.46,0.51,5.99
510.198,8.76,3.1,1.19,1.87,5.86,7.32,7.53,7.93,22.03,18.12,37.501,17.713,4.73,4.73,10.65,4.59,18.12,11.372,6.78,6.62,6.186,7.375,6.82,5.83,27.16,8.672,16.196,10.694,11.33,3.29,4.22,6.59,6.3,16.85,14.91,15.19,6.26,13.15,9.32,11.38,17.59,13.22,9.54,0.49,5.92
510.659,8.84,3.1,1.18,1.85,5.98,7.41,7.58,7.98,22.16,18.31,37.27,17.701,4.72,4.72,10.71,4.56,17.995,11.375,6.9,6.68,6.109,7.385,6.86,5.865,27.24,8.632,15.816,10.957,11.41,3.36,4.28,6.59,6.36,16.74,14.91,15.24,6.21,13.19,9.35,11.43,17.65,13.31,9.49,0.44,5.85
511.121,8.92,3.09,1.19,1.82,6.02,7.44,7.62,7.95,22.31,18.5,37.362,17.963,4.71,4.71,10.67,4.57,18.032,11.433,7.03,6.64,6.158,7.341,6.69,5.751,27.45,8.56,15.937,11.318,11.48,3.45,4.4,6.63,6.37,16.69,14.91,15.25,6.19,13.28,9.36,11.44,17.63,13.34,9.47,0.43,5.87
511.582,9.03,3.11,1.18,1.83,6.03,7.45,7.59,7.91,22.3,18.54,37.506,18.034,4.65,4.65,10.63,4.6,18.044,11.371,7.07,6.66,6.157,7.349,6.66,5.821,27.48,8.583,15.828,11.456,11.5,3.5,4.39,6.64,6.4,16.73,14.93,15.32,6.16,13.31,9.32,11.44,17.53,13.51,9.49,0.42,5.86
512.043,9.18,3.19,1.23,1.92,6.16,7.54,7.63,7.85,22.37,18.54,37.843,18.088,4.68,4.68,10.75,4.63,18.052,11.491,7.19,6.8,6.083,7.26,6.77,5.982,27.6,8.653,15.71,11.258,11.61,3.58,4.42,6.75,6.49,16.89,14.93,15.4,6.14,13.42,9.35,11.53,17.6,13.57,9.41,0.42,5.83
512.505,9.28,3.28,1.28,1.96,6.2,7.57,7.63,7.86,22.44,18.64,38.278,18.519,4.74,4.74,10.71,4.66,18.088,11.55,7.28,6.92,5.974,7.236,6.88,5.984,27.7,8.734,16.087,11.316,11.73,3.65,4.48,6.78,6.55,16.94,14.99,15.6,6.15,13.55,9.45,11.72,17.73,13.7,9.47,0.47,5.96
512.966,9.36,3.29,1.29,1.97,6.24,7.57,7.67,7.93,22.54,18.64,38.436,18.638,4.7,4.7,10.64,4.64,17.928,11.39,7.2,6.93,5.902,7.131,6.78,5.917,27.76,8.685,16.257,11.378,11.63,3.68,4.5,6.6,6.35,16.87,14.93,15.57,6.1,13.45,9.4,11.77,17.61,13.69,9.55,0.53,5.99
513.427,9.39,3.29,1.3,2,6.34,7.59,7.7,7.88,22.71,18.57,38.287,19.043,4.74,4.74,10.53,4.62,17.859,11.261,7.16,6.83,5.936,7.101,6.81,5.84,27.85,8.606,16.198,11.654,11.56,3.71,4.49,6.63,6.36,16.84,14.75,15.53,5.92,13.32,9.35,11.72,17.5,13.55,9.48,0.52,5.79
513.888,9.48,3.3,1.32,2,6.47,7.66,7.72,7.81,22.82,18.76,38.386,18.968,4.81,4.81,10.57,4.57,17.907,11.409,7.22,6.9,6.086,7.196,6.77,5.967,28.04,8.695,16.517,11.552,11.72,3.8,4.55,6.73,6.37,16.85,14.76,15.63,5.82,13.4,9.37,11.77,17.52,13.41,9.45,0.45,5.76
514.35,9.57,3.33,1.31,2,6.51,7.73,7.75,7.82,22.95,19.05,39.006,18.527,4.83,4.83,10.63,4.6,17.9,11.428,7.3,6.97,6.063,7.19,6.75,5.947,28.13,8.808,16.652,11.782,11.74,3.8,4.59,6.75,6.4,16.96,14.83,15.83,5.94,13.63,9.49,11.94,17.69,13.33,9.42,0.52,5.89
514.811,9.65,3.39,1.37,2.02,6.57,7.77,7.81,7.88,23.15,19.16,39.529,18.662,4.85,4.85,10.69,4.65,18.012,11.589,7.42,6.96,6.112,7.161,6.75,5.973,28.35,8.88,17.034,12.093,11.77,3.84,4.6,6.77,6.49,17.14,14.99,16.06,6.11,13.87,9.71,12.17,17.91,13.28,9.4,0.61,6.08
515.272,9.76,3.46,1.39,2.03,6.48,7.8,7.86,7.93,23.33,19.27,39.932,18.655,4.85,4.85,10.8,4.72,18.169,11.698,7.36,6.9,6.191,7.256,6.79,5.952,28.44,9.03,17.406,12.07,11.87,3.81,4.57,6.73,6.49,17.25,15,16.16,6.27,13.95,9.86,12.23,17.96,13.4,9.53,0.67,6.22
515.733,9.84,3.48,1.43,2.01,6.44,7.76,7.84,7.99,23.47,19.29,40.523,18.399,4.9,4.9,10.84,4.82,18.167,11.691,7.32,6.88,6.235,7.376,6.81,5.954,28.52,9.033,17.925,11.937,11.76,3.7,4.45,6.67,6.41,17.3,15.03,16.3,6.4,14.07,9.95,12.38,18.08,13.32,9.73,0.74,6.4
516.194,9.86,3.5,1.48,2.04,6.5,7.71,7.84,8.01,23.44,19.4,40.856,17.928,4.89,4.89,10.81,4.79,18.12,11.686,7.24,6.91,6.208,7.415,6.9,5.957,28.5,8.954,18.299,11.658,11.63,3.57,4.38,6.57,6.37,17.18,14.97,16.28,6.45,14.03,9.92,12.38,18,13.32,9.75,0.75,6.38
516.655,9.93,3.53,1.46,2.09,6.56,7.78,7.99,8.01,23.72,19.45,40.992,18.085,4.92,4.92,10.91,4.79,18.273,11.845,7.27,6.96,6.212,7.412,7.01,5.952,28.62,9.07,18.754,11.744,11.63,3.53,4.42,6.63,6.41,17.27,14.91,16.31,6.45,14.07,9.94,12.48,18.02,13.36,9.85,0.73,6.39
517.116,10,3.54,1.48,2.05,6.57,7.76,8.11,8.13,23.9,19.57,41.07,18.049,5,5,11,4.87,18.249,11.835,7.32,6.97,6.313,7.539,6.93,5.954,28.71,9.111,19.11,12.055,11.68,3.53,4.46,6.6,6.48,17.36,15.09,16.45,6.61,14.23,10.05,12.71,18.28,13.45,9.83,0.68,6.46
517.577,10.02,3.48,1.46,2.04,6.57,7.83,8.19,8.1,24.06,19.7,41.191,18.055,5.07,5.07,11.07,4.94,18.227,11.94,7.22,6.82,6.285,7.45,6.87,5.902,28.82,9.041,18.972,12.497,11.69,3.46,4.42,6.53,6.42,17.48,15.22,16.48,6.92,14.33,10.13,12.81,18.32,13.28,9.58,0.65,6.56
518.038,10.02,3.55,1.44,2.03,6.5,7.82,8.25,8.02,24.12,19.74,41.426,18.182,5.03,5.03,11.13,4.89,18.245,11.945,7.16,6.72,6.32,7.484,7,5.969,28.76,8.979,19.196,12.731,11.69,3.43,4.35,6.51,6.48,17.64,15.28,16.58,7.11,14.44,10.21,12.88,18.46,13.21,9.5,0.68,6.61
518.499,10.08,3.55,1.44,2.01,6.44,7.81,8.28,8.06,24.16,19.9,41.484,18.029,4.98,4.98,11.2,4.87,18.278,11.999,7.21,6.8,6.334,7.485,7.09,5.991,28.83,8.939,19.228,12.258,11.67,3.37,4.31,6.43,6.47,17.66,15.32,16.69,7.22,14.57,10.25,13.01,18.53,13.23,9.44,0.68,6.63
518.96,10.13,3.55,1.45,2.01,6.38,7.85,8.32,8.08,24.18,19.94,41.665,17.709,4.91,4.91,11.13,4.84,18.248,11.983,7.17,6.81,6.239,7.481,7.01,5.911,28.91,8.958,19.154,12.302,11.63,3.28,4.29,6.44,6.54,17.53,15.17,16.63,7.2,14.49,10.11,13,18.36,13.1,9.44,0.68,6.49
519.421,10.12,3.58,1.47,2.08,6.49,7.91,8.34,8.1,24.29,19.96,41.762,18.139,4.87,4.87,11.18,4.83,18.354,11.999,7.25,6.91,6.272,7.439,7.06,6.021,29.1,8.969,19.151,12.121,11.68,3.26,4.3,6.54,6.56,17.44,15.13,16.58,7.04,14.47,10.02,13.04,18.35,13.07,9.5,0.58,6.32
519.882,10.16,3.62,1.46,2.13,6.53,7.99,8.48,8.11,24.3,20.01,41.768,18.639,4.86,4.86,11.26,4.86,18.248,11.777,7.3,7.04,6.266,7.479,7.13,6.219,29.11,8.945,19.195,12.229,11.61,3.24,4.3,6.59,6.55,17.42,15.05,16.49,6.92,14.38,9.98,13.16,18.28,13.21,9.58,0.47,6.19
520.343,10.22,3.6,1.49,2.13,6.56,8.03,8.51,8.1,24.5,20.15,42.176,18.896,4.84,4.84,11.25,4.84,18.142,11.782,7.53,7.13,6.229,7.374,7.17,6.254,29.24,8.952,19.328,12.195,11.74,3.32,4.45,6.61,6.67,17.44,15.05,16.58,6.91,14.44,9.98,13.27,18.34,13.11,9.47,0.38,6.19
520.804,10.26,3.67,1.5,2.23,6.64,8.16,8.59,8.11,24.69,20.22,42.326,19.122,4.78,4.78,11.2,4.78,18.151,11.791,7.68,7.23,6.199,7.291,7.27,6.336,29.43,8.987,19.385,12.339,11.91,3.49,4.6,6.64,6.72,17.51,15.09,16.6,6.86,14.43,9.96,13.39,18.47,13.05,9.38,0.33,6.17
521.264,10.32,3.75,1.5,2.29,6.69,8.27,8.66,8.11,24.97,20.28,42.562,19.596,4.82,4.82,11.39,4.82,18.253,11.877,7.71,7.28,6.214,7.313,7.36,6.409,29.62,9.001,19.325,12.894,11.97,3.59,4.6,6.76,6.84,17.7,15.19,16.74,6.92,14.56,10.06,13.61,18.68,13.01,9.46,0.31,6.24
521.725,10.26,3.75,1.53,2.31,6.67,8.25,8.64,8.16,25.12,20.43,42.804,19.467,4.82,4.82,11.37,4.82,18.15,11.875,7.68,7.35,6.206,7.385,7.28,6.395,29.62,8.939,19.653,12.927,12.04,3.62,4.61,6.77,6.98,17.68,15.31,16.79,6.99,14.66,10.11,13.67,18.79,12.81,9.46,0.32,6.34
522.186,10.22,3.69,1.48,2.3,6.62,8.26,8.55,8.09,25.23,20.48,42.953,19.336,4.73,4.73,11.28,4.78,18.114,11.76,7.71,7.37,6.193,7.307,7.22,6.356,29.79,8.906,20.127,12.619,12,3.59,4.63,6.72,6.97,17.58,15.29,16.84,6.94,14.65,10.11,13.66,18.72,12.85,9.47,0.33,6.41
522.647,10.24,3.68,1.46,2.29,6.6,8.21,8.58,8.12,25.33,20.62,43.039,19.57,4.66,4.66,11.31,4.77,18.206,11.805,7.76,7.47,6.319,7.366,7.17,6.455,29.92,8.864,20.466,12.607,11.99,3.66,4.7,6.78,7.04,17.56,15.18,16.89,6.72,14.64,10.09,13.71,18.73,12.88,9.65,0.27,6.33
523.107,10.37,3.69,1.45,2.32,6.69,8.26,8.63,8.26,25.63,20.81,43.286,19.653,4.75,4.75,11.41,4.81,18.269,11.869,7.93,7.67,6.284,7.338,7,6.35,30.3,8.914,20.789,12.716,12.16,3.73,4.82,6.99,7.22,17.7,15.35,17.17,6.72,14.89,10.25,13.98,18.95,12.98,9.84,0.22,6.44
523.568,10.42,3.69,1.41,2.3,6.78,8.34,8.64,8.26,25.77,20.86,43.694,19.459,4.81,4.81,11.45,4.89,18.299,11.936,7.93,7.65,6.253,7.349,6.8,6.253,30.39,9.025,21.239,12.916,12.13,3.73,4.81,6.99,7.15,17.74,15.37,17.28,6.88,15.04,10.36,14.16,19.06,13.1,9.96,0.31,6.59
524.029,10.5,3.69,1.42,2.27,6.78,8.29,8.69,8.29,26.03,21,43.963,20.173,4.81,4.81,11.46,4.92,18.33,12.034,7.9,7.59,6.304,7.278,6.88,6.3,30.44,8.992,21.598,13.497,12.04,3.78,4.85,6.87,7.07,17.84,15.46,17.34,6.99,15.17,10.5,14.25,19.22,13.04,9.98,0.37,6.62
524.489,10.53,3.66,1.41,2.2,6.65,8.28,8.68,8.27,26.09,21.01,44.053,20.25,4.81,4.81,11.47,4.85,18.333,12.188,7.73,7.42,6.315,7.313,6.95,6.33,30.52,9.001,22.08,13.52,12.07,3.85,4.85,6.83,7.08,17.83,15.45,17.34,7.01,15.2,10.54,14.24,19.22,13.15,10.09,0.4,6.65
524.95,10.58,3.62,1.39,2.14,6.67,8.27,8.67,8.3,26.29,21.12,44.146,20.124,4.8,4.8,11.45,4.79,18.342,12.303,7.75,7.46,6.342,7.341,7.06,6.286,30.64,9.005,22.387,13.344,12.11,3.88,4.85,6.87,7.17,17.71,15.38,17.3,7,15.25,10.5,14.26,19.28,13.11,10.15,0.4,6.65
525.411,10.61,3.66,1.41,2.15,6.77,8.37,8.72,8.32,26.47,21.25,44.149,20.172,4.8,4.8,11.42,4.81,18.379,12.443,7.8,7.45,6.336,7.351,7.06,6.378,30.85,8.959,22.722,13.695,12.08,3.89,4.84,6.96,7.23,17.73,15.37,17.18,6.93,15.3,10.47,14.28,19.21,13.13,10.04,0.43,6.62
525.871,10.63,3.68,1.45,2.14,6.78,8.42,8.76,8.29,26.51,21.39,44.216,20.376,4.75,4.75,11.44,4.79,18.47,12.438,7.61,7.34,6.394,7.407,7.01,6.38,30.93,9.003,23.11,13.992,12.04,3.84,4.79,7.07,7.31,17.72,15.37,17.17,6.93,15.35,10.51,14.28,19.04,13.3,10.13,0.42,6.67
